year;competition_name;event_name;distance;time_limit;main_measurement_unit;second_measurement_unit;min_weight;max_weight;weights;deadlift;attempts;max_lifts;lifts_num;implements_num;implements
2019;WSM Final - group;Dumbbell Press;;75.0;s;reps;100.0;100.0;[100.0];;;10;;;
2019;WSM Final - group;Last Man Standing;;20.0;;reps;180.0;180.0;[180.0];;;;;;
2020;WSM Final - group;Farmer's Walk;;60.0;m;;150.0;150.0;[150.0];;;;;;
2020;WSM Final - group;Deadlift;;60.0;reps;;345.0;345.0;[345.0];;;;;;
2020;WSM Final - group;Loading Race;8.0;90.0;s;reps;100.0;140.0;[115.0, 140.0, 100.0, 115.0, 100.0];;;5;;5;['engine block', 'rear differential', 'tyre rim', 'wheel hub', 'tyre rim']
2020;WSM Final - group;Log Lift;;75.0;s;reps;150.0;150.0;[150.0];;;9;;;
2020;WSM Final - group;Atlas Stones;;90.0;;s;140.0;200.0;[140.0, 200.0];;;8.0;;8.0;
2020;WSM Final - group;Farmer's Walk;;60.0;m;;150.0;150.0;[150.0];;;;;;
2020;WSM Final - group;Deadlift;;60.0;reps;;345.0;345.0;[345.0];;;;;;
2020;WSM Final - group;Loading Race;8.0;90.0;s;reps;100.0;140.0;[115.0, 140.0, 100.0, 115.0, 100.0];;;5;;5;['engine block', 'rear differential', 'tyre rim', 'wheel hub', 'tyre rim']
2020;WSM Final - group;Overhead Medley;;75.0;s;reps;100.0;100.0;[100.0];;;5;;5.0;
2020;WSM Final - group;Atlas Stones;;90.0;;s;140.0;200.0;[140.0, 200.0];;;8.0;;8.0;
2020;WSM Final - group;Farmer's Walk;;60.0;m;;150.0;150.0;[150.0];;;;;;
2020;WSM Final - group;Squat Lift;;;reps;;318.0;318.0;[318.0];;;;;;
2020;WSM Final - group;Loading Race;8.0;90.0;s;reps;100.0;140.0;[115.0, 140.0, 100.0, 115.0, 100.0];;;5;;5;['engine block', 'rear differential', 'tyre rim', 'wheel hub', 'tyre rim']
2020;WSM Final - group;Overhead Medley;;75.0;s;reps;100.0;100.0;[100.0];;;8;;5.0;
2020;WSM Final - group;Atlas Stones;;90.0;;s;140.0;200.0;[140.0, 200.0];;;8.0;;8.0;
2020;WSM Final - group;Farmer's Walk;;60.0;m;;150.0;150.0;[150.0];;;;;;
2020;WSM Final - group;Squat Lift;;;reps;;318.0;318.0;[318.0];;;;;;
2020;WSM Final - group;Loading Race;8.0;90.0;s;reps;100.0;140.0;[115.0, 140.0, 100.0, 115.0, 100.0];;;5;;5;['engine block', 'rear differential', 'tyre rim', 'wheel hub', 'tyre rim']
2020;WSM Final - group;Log Lift;;75.0;s;reps;150.0;150.0;[150.0];;;1;;;
2020;WSM Final - group;Atlas Stones;;90.0;;s;140.0;200.0;[140.0, 200.0];;;8.0;;8.0;
2020;WSM Final - group;Farmer's Walk;;60.0;m;;150.0;150.0;[150.0];;;;;;
2020;WSM Final - group;Deadlift;;60.0;reps;;345.0;345.0;[345.0];;;;;;
2020;WSM Final - group;Loading Race;8.0;90.0;s;reps;100.0;140.0;[115.0, 140.0, 100.0, 115.0, 100.0];;;5;;5;['engine block', 'rear differential', 'tyre rim', 'wheel hub', 'tyre rim']
2020;WSM Final - group;Overhead Medley;;75.0;s;reps;100.0;100.0;[100.0];;;9;;5.0;
2020;WSM Final - group;Atlas Stones;;90.0;;s;140.0;200.0;[140.0, 200.0];;;8.0;;8.0;
2021;WSM Final - group;Loading Medley;;90.0;s;m;380.0;380.0;[380.0];;;4;;;[]
2021;WSM Final - group;Squat Lift;;;reps;;318.0;318.0;[318.0];;;;;;
2021;WSM Final - group;Fingal's Fingers;;75.0;s;reps;145.0;172.0;[145.0, 172.0];;;5;;5.0;
2021;WSM Final - group;Overhead Medley;;75.0;s;reps;95.0;163.0;[95.0, 100.0, 155.0, 163.0];;;16.0;;4;['dumbbell', 'dumbbell', 'barbell', 'axle']
2021;WSM Final - group;Pickaxe Hold;;;s;;27.0;27.0;[27.0];;;;;;
2021;WSM Final - group;Stone Off;;;;stones;140.0;210.0;[140.0, 210.0];;;6.0;;6.0;
2021;WSM Final - group;Loading Medley;;90.0;s;m;380.0;380.0;[380.0];;;3;;;[]
2021;WSM Final - group;Deadlift;;60.0;reps;;345.0;345.0;[345.0];;;;;;
2021;WSM Final - group;Train Push;20.0;75.0;s;;50000.0;50000.0;[50000.0];;;;;;
2021;WSM Final - group;Overhead Medley;;75.0;s;reps;95.0;163.0;[95.0, 100.0, 155.0, 163.0];;;16.0;;4;['dumbbell', 'dumbbell', 'barbell', 'axle']
2021;WSM Final - group;Pickaxe Hold;;;s;;27.0;27.0;[27.0];;;;;;
2021;WSM Final - group;Stone Off;;;;stones;140.0;210.0;[140.0, 210.0];;;6.0;;6.0;
2021;WSM Final - group;Loading Medley;;90.0;m;s;380.0;380.0;[380.0];;;;;;[]
2021;WSM Final - group;Squat Lift;;;reps;;318.0;318.0;[318.0];;;;;;
2021;WSM Final - group;Train Push;20.0;75.0;s;;50000.0;50000.0;[50000.0];;;;;;
2021;WSM Final - group;Overhead Medley;;75.0;s;reps;95.0;163.0;[95.0, 100.0, 155.0, 163.0];;;16.0;;4;['dumbbell', 'dumbbell', 'barbell', 'axle']
2021;WSM Final - group;Pickaxe Hold;;;s;;27.0;27.0;[27.0];;;;;;
2021;WSM Final - group;Stone Off;;;;stones;140.0;210.0;[140.0, 210.0];;;6.0;;6.0;
2021;WSM Final - group;Loading Medley;;90.0;m;s;380.0;380.0;[380.0];;;;;;[]
2021;WSM Final - group;Deadlift;;60.0;reps;;345.0;345.0;[345.0];;;;;;
2021;WSM Final - group;Fingal's Fingers;;;s;reps;145.0;172.0;[145.0, 172.0];;;5.0;;5.0;
2021;WSM Final - group;Overhead Medley;;75.0;s;reps;95.0;163.0;[95.0, 100.0, 155.0, 163.0];;;16.0;;4;['dumbbell', 'dumbbell', 'barbell', 'axle']
2021;WSM Final - group;Pickaxe Hold;;;s;;27.0;27.0;[27.0];;;;;;
2021;WSM Final - group;Stone Off;;;;stones;140.0;210.0;[140.0, 210.0];;;6.0;;6.0;
2021;WSM Final - group;Loading Medley;;90.0;s;m;380.0;380.0;[380.0];;;4;;;[]
2021;WSM Final - group;Deadlift;;60.0;reps;;345.0;345.0;[345.0];;;;;;
2021;WSM Final - group;Fingal's Fingers;;;s;reps;145.0;172.0;[145.0, 172.0];;;5.0;;5.0;
2021;WSM Final - group;Overhead Medley;;75.0;s;reps;95.0;163.0;[95.0, 100.0, 155.0, 163.0];;;16.0;;4;['dumbbell', 'dumbbell', 'barbell', 'axle']
2021;WSM Final - group;Pickaxe Hold;;;s;;27.0;27.0;[27.0];;;;;;
2021;WSM Final - group;Stone Off;;;;stones;140.0;210.0;[140.0, 210.0];;;6.0;;6.0;
2022;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2022;WSM Final - group;Deadlift Ladder;;75.0;s;reps;300.0;380.0;[300.0, 380.0];5 bars, 300 to 380 kg;;5;;1;['']
2022;WSM Final - group;Car Walk;20.0;60.0;s;;430.0;430.0;[430.0];;;;;;
2022;WSM Final - group;Log Lift;;75.0;reps;;145.0;145.0;[145.0];;;;;;
2022;WSM Final - group;Wrecking Ball Hold;;;s;;228.0;228.0;[228.0];;;;;;
2022;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2022;WSM Final - group;Loading Race;;75.0;s;;;;;;;5;;5.0;
2022;WSM Final - group;Deadlift Ladder;;75.0;s;reps;300.0;380.0;[300.0, 380.0];5 bars, 300 to 380 kg;;5;;1;['']
2022;WSM Final - group;Car Walk;20.0;60.0;s;m;430.0;430.0;[430.0];;;;;;
2022;WSM Final - group;Log Lift;;75.0;reps;;145.0;145.0;[145.0];;;;;;
2022;WSM Final - group;Wrecking Ball Hold;;;s;;228.0;228.0;[228.0];;;;;;
2022;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2022;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2022;WSM Final - group;Deadlift Ladder;;75.0;s;reps;300.0;380.0;[300.0, 380.0];5 bars, 300 to 380 kg;;5;;1;['']
2022;WSM Final - group;Car Walk;20.0;60.0;s;m;430.0;430.0;[430.0];;;;;;
2022;WSM Final - group;Log Lift;;75.0;reps;;145.0;145.0;[145.0];;;;;;
2022;WSM Final - group;Wrecking Ball Hold;;;s;;228.0;228.0;[228.0];;;;;;
2022;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2022;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2022;WSM Final - group;Deadlift Ladder;;75.0;s;reps;300.0;380.0;[300.0, 380.0];5 bars, 300 to 380 kg;;5;;1;['']
2022;WSM Final - group;Car Walk;20.0;60.0;s;m;430.0;430.0;[430.0];;;;;;
2022;WSM Final - group;Log Lift;;75.0;reps;;145.0;145.0;[145.0];;;;;;
2022;WSM Final - group;Wrecking Ball Hold;;;s;;228.0;228.0;[228.0];;;;;;
2022;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2022;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2022;WSM Final - group;Deadlift Ladder;;75.0;s;reps;300.0;380.0;[300.0, 380.0];5 bars, 300 to 380 kg;;4;;1;['']
2022;WSM Final - group;Car Walk;20.0;60.0;s;m;430.0;430.0;[430.0];;;;;;
2022;WSM Final - group;Log Lift;;75.0;reps;;145.0;145.0;[145.0];;;;;;
2022;WSM Final - group;Wrecking Ball Hold;;;s;;228.0;228.0;[228.0];;;;;;
2022;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2023;WSM Final - group;Loading Race;;75.0;s;;;;;;;5;;5.0;
2023;WSM Final - group;Deadlift Machine;;75.0;reps;;290.0;385.0;[290.0, 385.0];;;7.0;;1;['']
2023;WSM Final - group;Log Ladder;;75.0;s;reps;;;;;;5;;5.0;
2023;WSM Final - group;Conan's Wheel;;;;;200.0;200.0;[200.0];;;;;;
2023;WSM Final - group;Kettlebell Toss;4.57;60.0;s;reps;20.0;31.0;[20.0, 31.0];;;7.0;;7.0;
2023;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2023;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2023;WSM Final - group;Deadlift Machine;;75.0;reps;;290.0;385.0;[290.0, 385.0];;;7.0;;1;['']
2023;WSM Final - group;Log Ladder;;75.0;s;reps;;;;;;5.0;;5.0;
2023;WSM Final - group;Conan's Wheel;;;;;200.0;200.0;[200.0];;;;;;
2023;WSM Final - group;Kettlebell Toss;4.57;60.0;s;reps;20.0;31.0;[20.0, 31.0];;;7.0;;7.0;
2023;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2023;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2023;WSM Final - group;Deadlift Machine;;75.0;reps;;290.0;385.0;[290.0, 385.0];;;7.0;;1;['']
2023;WSM Final - group;Log Ladder;;75.0;s;reps;;;;;;5;;5.0;
2023;WSM Final - group;Conan's Wheel;;;;;200.0;200.0;[200.0];;;;;;
2023;WSM Final - group;Kettlebell Toss;4.57;60.0;s;reps;20.0;31.0;[20.0, 31.0];;;7.0;;7.0;
2023;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2023;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2023;WSM Final - group;Deadlift Machine;;75.0;reps;;290.0;385.0;[290.0, 385.0];;;7.0;;1;['']
2023;WSM Final - group;Log Ladder;;75.0;s;reps;;;;;;5.0;;5.0;
2023;WSM Final - group;Conan's Wheel;;;;;200.0;200.0;[200.0];;;;;;
2023;WSM Final - group;Kettlebell Toss;4.57;60.0;s;reps;20.0;31.0;[20.0, 31.0];;;7.0;;7.0;
2023;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2023;WSM Final - group;Loading Race;;75.0;s;reps;;;;;;5;;5.0;
2023;WSM Final - group;Deadlift Machine;;75.0;reps;;290.0;385.0;[290.0, 385.0];;;7.0;;1;['']
2023;WSM Final - group;Log Ladder;;75.0;s;reps;;;;;;5;;5.0;
2023;WSM Final - group;Conan's Wheel;;;;;200.0;200.0;[200.0];;;;;;
2023;WSM Final - group;Kettlebell Toss;4.57;60.0;s;reps;20.0;31.0;[20.0, 31.0];;;7;;7.0;
2023;WSM Final - group;Stone Off;;;;stones;;;;;;;;;
2018;WUS Dubai;Truck Pull;;;;;;;;;;;;;
2018;WUS Dubai;Arm Over Arm Pull;;;;;;;;;;;;;
2018;WUS Dubai;Max Deadlift;;;kg;;;;;18-inch deadlift;;;;;
2018;WUS Dubai;Overhead Medley;;;implements;;100.0;160.0;[160.0, 100.0, 160.0, 140.0];;;16.0;;4;['log', 'dumbbell', 'axle', 'shield']
2018;WUS Dubai;Super Yoke;15.0;;;;580.0;580.0;[580.0];;;;;;
2018;WUS Dubai;Atlas Stones;;;;;170.0;225.0;[170.0, 225.0];;;5.0;;5.0;
2019;WUS Dubai;Max Deadlift;;;kg;;;;;;;;;;
2019;WUS Dubai;Truck Pull;30.0;;s;m;23000.0;23000.0;[23000.0];;;;;;
2019;WUS Dubai;Log Lift;;75.0;reps;;180.0;180.0;[180.0];;;;;;
2019;WUS Dubai;Medley;30.0;;s;m;180.0;300.0;[300.0, 180.0];;;;;2;['yoke', 'shield']
2019;WUS Dubai;Atlas Stones;;180.0;s;reps;100.0;200.0;[100.0, 200.0];;;10.0;;10.0;
2021;WUS Dubai;Log Lift;;60.0;reps;;180.0;180.0;[180.0];;;;;;
2021;WUS Dubai;Super Yoke;;60.0;m;;450.0;450.0;[450.0];;;;;;
2021;WUS Dubai;Farmer's Walk;30.0;;;m;180.0;180.0;[180.0];;;;;;
2021;WUS Dubai;Chain Railway Carriage;;;s;m;;;;;;;;;
2021;WUS Dubai;Atlas Stones;;;s;stones;100.0;200.0;[100.0, 200.0];;;10;;10.0;
2021;WUS Strength Island;Axle Death-Lift;;;s;reps;300.0;440.0;[300.0, 440.0];;;5;;1;['']
2021;WUS Strength Island;Flag Hoist;;60.0;s;reps;;;;;;;;;
2021;WUS Strength Island;Dumbbell Press;;75.0;reps;;100.0;100.0;[100.0];;;;;;
2021;WUS Strength Island;Loading Race;;;s;reps;100.0;140.0;[100.0, 120.0, 140.0];;;3;;3;['tire', 'stone', 'shield']
2021;WUS Strength Island;Atlas Stones;;120.0;s;reps;100.0;200.0;[100.0, 200.0];;;10;;10.0;
